LAT	LON
3.437873	112.382764
3.238586	112.710137
3.252467	112.810149
5.529994	104.988675
4.530754	113.061813
4.801667	5.361944
4.760833	5.355833
4.801806	5.363778
4.805694	5.347944
4.533333	7.05
4.515278	4.698611
5.364722	5.323889
5.405833	5.297222
5.526467	4.860508
5.392778	5.301389
5.403333	5.297222
5.458889	5.170806
5.448333	5.170833
4.26	7.316944
4.258333	7.316667
4.263333	7.325278
4.453611	7.599444
5.3875	5.306111
5.365278	5.325
5.375556	5.293333
5.399167	5.315833
5.385833	5.314722
5.416944	5.266944
5.383889	5.285556
5.394167	5.283056
5.388611	5.324167
5.411944	5.285
5.375652	5.31321
5.375919	5.302265
64.330278	7.775278
64.385469	7.960408
64.342414	7.723944
64.342411	7.723525
64.262475	7.730847
64.262025	7.730869
64.347	7.840694
64.262475	7.730847
64.347197	7.837172
64.346803	7.844228
63.528369	5.387894
64.310711	7.738408
64.353172	7.779853
63.386339	5.313753
64.400264	7.795817
64.342414	7.723944
63.496758	5.386519
64.360889	7.712722
64.26225	7.73205
63.572775	5.348419
11.648333	118.901997
26.070083	51.99125
26.155639	52.072278
52.816667	143.55
52.742778	143.587778
52.9225	143.5425
51.469722	143.600278
40.391667	0.716667
53.470265	2.923736
56.954659	1.437799
56.845833	1.591667
57.364104	0.821909
53.449706	1.885587
57.234564	1.624322
53.459351	1.734061
53.459026	1.734763
56.724667	1.262811
57.284618	0.848781
57.28862	0.826624
57.230502	0.818333
57.256389	0.808056
53.430076	2.898934
53.430076	2.900186
57.134722	1.989722
56.722817	1.311281
61.600325	1.584075
61.629938	1.49626
61.607222	1.548152
61.564919	1.607344
61.530639	1.660667
56.736215	1.389339
53.231986	2.622693
53.402546	2.656401
53.442745	2.698252
53.568	1.633833
61.292938	1.473317
61.294043	1.472558
61.292778	1.472778
57.174917	0.781611
61.309444	1.041944
61.309722	1.0425
58.771722	1.491333
59.317441	1.555353
53.468972	1.914222
56.734117	1.295217
56.903056	1.037639
57.143018	1.928589
60.99163	1.683769
56.917361	1.025417
60.991611	1.683611
57.032214	1.955244
58.248472	0.846856
53.055397	2.234772
52.94675	2.154472
52.972042	2.2313
53.052861	2.188389
57.147783	1.803544
57.147972	1.809917
53.568	1.633833
61.055889	1.713083
53.226167	2.827583
57.173319	1.74617
57.091944	0.850833
57.090833	0.960556
57.227222	1.009722
53.520639	1.799806
53.696	2.6237
53.57956	2.792283
58.002571	-0.379826
57.167576	2.260048
57.142807	2.283055
57.161333	2.294667
60.991861	1.683972
60.991861	1.683972
61.033728	1.129327
57.153611	0.925
53.108806	2.067139
53.118139	2.104722
53.460306	1.732056
53.460311	1.732062
53.459351	1.732309
53.459545	1.733457
53.090861	2.130567
53.090833	2.130556
53.090336	2.130577
53.076944	2.186389
53.097222	2.163333
53.081944	2.181389
53.081066	2.180626
53.090083	2.129472
53.076851	2.186457
53.081573	2.181161
53.096557	2.162797
53.009572	2.185711
53.189694	2.862556
53.189444	2.862444
53.613222	1.52675
53.613222	1.52675
52.94675	2.1545
57.185028	0.999972
57.170011	0.946833
57.160278	0.975361
57.139111	0.955306
57.318278	1.083052
61.034917	1.705389
61.096167	1.721778
61.132389	1.736139
61.046111	1.757222
61.054167	1.667778
57.1985	0.916778
57.180167	0.922556
61.276	0.9195
61.357389	1.161139
61.102667	1.072833
61.161103	1.110655
61.323852	1.546994
61.327137	1.547125
28.169524	-89.222876
29.060629	-88.09172
28.276088	-88.729828
27.794678	-90.648598
28.160297	-89.239218
26.128473	-94.898197
28.154026	-89.103553
27.75678	-90.73003
-13.78642468	123.3176216
-34.67422939	-58.33487996
-34.67422939	-58.33487996
-38.077271	144.379809
-27.11080386	150.9053421
-21.97703671	148.0171701
-38.077271	144.379809
-20.59414	116.77582
-20.611281	116.760629
-20.777975	115.440375
51.33943921	3.176255054
5.0326932	115.0772679
4.622010171	114.3424474
4.618961697	114.3450802
4.67441	114.46585
42.881499	-82.406387
56.3909213	-116.8754119
57.254586	-111.5058773
57.254586	-111.5058773
49.3069739	-114.0009232
51.1385257	-114.5804139
56.3836199	-116.7896963
56.3836199	-116.7896963
49.2978523	-113.8285183
54.5424419	-110.4029778
51.134111	-114.5918239
53.7916725	-113.1015558
54.5424419	-110.4029778
51.9413362	-114.5574876
53.8016042	-113.0964362
49.3069739	-114.0009232
51.1385257	-114.5804139
51.573061	-114.8532431
54.05345836	-128.6466681
42.881499	-82.406387
22.7585	114.61
38.29154673	109.5446294
55.66378541	8.151037609
55.593854	9.748793
29.67993132	28.01455816
29.64048225	28.11068848
29.77912623	28.05926177
29.85798683	28.525425
29.80335848	29.48508927
29.88276293	27.7113844
31.10119369	26.61568474
29.85264162	27.94805845
29.75842073	28.00507871
29.7722372	28.17891229
51.04358164	2.460690033
-2.824573613	10.072633
53.37622162	7.217671343
50.848725	6.974348
53.094381	14.235814
50.848725	6.974348
49.056983	8.336805
53.484969	9.970306
49.005321	8.32434
53.484969	9.970306
53.094381	14.235814
21.09684	72.62463
21.09684	72.62463
30.56435141	47.34399911
30.26876707	47.73220037
30.89395491	47.54039541
31.07926174	47.62344399
30.26936433	47.7333185
33.9464	131.19
35.5096	139.743
34.9429	136.649
33.9464	131.19
35.5096	139.743
34.9429	136.649
43.16805772	51.62083123
44.55797008	50.26417079
47.25338257	52.47364808
3.28417	113.07833
3.28386	113.0795
5.26556	115.16944
3.28111	113.07417
5.26556	115.16944
3.28386	113.0795
5.63742752	115.8881457
2.5341	101.809653
2.5341	101.809653
31.99092	-116.83748
22.4936	-97.8945
53.32544785	6.94074546
51.880075	4.338264
51.691667	4.591667
51.880075	4.338264
-38.990625	174.282746
-39.32352997	174.28238
-39.05967002	174.02561
-39.07914995	174.01061
-39.47495007	174.17762
-39.06118993	174.02181
-39.026132	174.248693
-39.60594998	174.3080699
-39.40366998	173.81193
-38.99317002	174.2783099
5.349200849	5.348154752
4.430641635	7.165360989
4.421265	7.15209
70.68757263	23.5981124
63.39433031	8.653355027
62.8458198	6.9327729
59.27283003	5.519836504
59.31799351	10.52961967
60.54783934	4.843788576
60.62062283	4.849492773
18.31823439	55.10244525
18.55637143	55.86578838
18.85326377	56.30504885
22.87553893	55.37258682
20.02374396	56.14420549
22.15578876	56.03365367
22.14466956	56.02139909
22.32539784	56.4903097
22.15295427	56.02038734
22.15444605	56.02813515
19.5823292	55.75758547
20.02737215	56.14705407
22.32595753	56.49593961
18.17087812	55.24969485
18.00645115	54.56948183
21.31932253	57.0905606
22.87488035	55.3700119
21.30395504	57.10308565
18.12708984	55.22858588
18.31885446	55.10299878
18.17233439	55.25086184
22.660498	59.403431
22.6591	59.4033
24.802914	67.117099
-13.24553946	-76.29354989
13.76221288	121.061897
13.719728	121.062528
25.907555	51.556395
25.904005	51.508995
46.62758994	142.9238499
46.63023001	142.91098
51.41830006	143.36534
49.12059636	142.9342851
46.63023001	142.91098
27.057924	49.59532
27.057924	49.59532
1.234	103.767
1.234	103.767
1.308403	103.686828
-29.88973099	31.03589279
-29.88973099	31.03589279
41.3389	2.16096
10.17945668	-61.68693382
38.805278	26.940833
40.747222	29.7675
39.743811	33.460581
37.88	41.134167
50.84050375	-1.356824372
54.0943216	-3.179825508
57.57679032	-1.839091287
57.75776439	-3.945652228
52.85991756	1.462504242
55.99190552	-3.352115936
53.36052425	0.224776692
56.03612673	-3.313654044
53.65156096	0.114521032
57.70768571	-4.028749128
58.84040652	-3.114588391
53.66089451	0.109827009
56.0950619	-3.305443316
53.26649777	-2.857321431
31.60093316	-103.4368096
48.47808	-122.559001
30.21905182	-91.0324623
30.00197	-90.417082
38.010521	-122.082274
30.80061889	-88.08094722
48.47808	-122.559001
29.90653394	-93.92304795
30.00197	-90.417082
29.715766	-95.130483
29.715766	-95.130483
30.095503	-90.907509
38.22869105	-76.3339497
38.010521	-122.082274
33.70876935	-85.79625055
33.70876935	-85.79625055
10.291	-71.389
